time,objective_score
51.122,0.6923976608187135
51.721,0.6812865497076024
52.304,0.6812865497076024
52.926,0.7035087719298245
53.527,0.7029239766081872
54.146,0.7029239766081871
54.778,0.7035087719298245
55.411,0.7140350877192982
56.001,0.7140350877192982
56.613,0.7146198830409357
57.241,0.7140350877192982
57.856,0.7140350877192982
58.544,0.7146198830409357
59.169,0.7146198830409357
59.745,0.7140350877192982
00.379,0.7140350877192982
00.996,0.7146198830409357
01.604,0.7140350877192982
02.163,0.7146198830409356
02.800,0.7146198830409357
03.418,0.7251461988304093
04.028,0.7146198830409357
04.643,0.7251461988304093
05.255,0.7251461988304093
05.848,0.7251461988304093
06.454,0.7146198830409357
07.082,0.7251461988304093
07.674,0.7251461988304093
08.247,0.7251461988304093
08.874,0.7251461988304093
09.483,0.7251461988304093
10.061,0.7251461988304093
10.679,0.7146198830409357
11.315,0.7251461988304093
11.935,0.7251461988304093
12.538,0.7251461988304093
13.142,0.7146198830409357
13.741,0.7251461988304093
14.353,0.7251461988304093
14.981,0.7146198830409357
15.618,0.7251461988304093
16.223,0.7251461988304093
16.859,0.7251461988304093
17.509,0.7251461988304093
18.089,0.7251461988304093
18.718,0.7140350877192982
19.347,0.7251461988304093
19.960,0.7146198830409357
20.619,0.7251461988304094
21.228,0.7251461988304093
21.835,0.7251461988304093
22.493,0.7251461988304093
23.100,0.7362573099415205
23.740,0.7251461988304093
24.362,0.7251461988304093
25.001,0.7251461988304093
25.641,0.7251461988304093
26.240,0.7251461988304093
26.869,0.7251461988304093
27.496,0.7251461988304093
28.123,0.7251461988304093
28.770,0.7251461988304093
29.407,0.7251461988304093
30.037,0.7251461988304093
30.658,0.7257309941520468
31.311,0.7251461988304093
31.931,0.7362573099415205
32.593,0.7251461988304093
33.361,0.7362573099415205
34.012,0.7251461988304093
34.676,0.7251461988304093
35.371,0.7251461988304093
35.999,0.7251461988304093
36.715,0.7251461988304093
37.455,0.7251461988304093
38.122,0.7251461988304093
38.823,0.7257309941520468
39.510,0.736842105263158
40.164,0.7251461988304093
40.882,0.7251461988304093
41.563,0.7251461988304093
42.223,0.7257309941520468
42.900,0.7473684210526316
43.579,0.7362573099415205
44.257,0.7257309941520468
44.960,0.7257309941520468
45.654,0.7251461988304093
46.323,0.7362573099415205
47.010,0.7257309941520468
47.672,0.7257309941520468
48.310,0.7362573099415204
48.961,0.7362573099415205
49.637,0.7257309941520468
50.271,0.7362573099415205
50.914,0.7362573099415205
51.576,0.7251461988304093
52.178,0.7251461988304093
52.841,0.7251461988304093
53.516,0.7251461988304093
54.125,0.7251461988304093
