time,objective_score
23.581,0.7029239766081872
24.208,0.691812865497076
24.809,0.7029239766081872
25.434,0.7029239766081872
26.027,0.7140350877192982
26.610,0.7029239766081872
27.220,0.7140350877192982
27.802,0.7029239766081871
28.422,0.7029239766081871
29.116,0.7140350877192982
29.786,0.7251461988304093
30.443,0.7251461988304093
31.091,0.7140350877192982
31.735,0.7140350877192982
32.362,0.7251461988304093
33.017,0.7251461988304093
33.626,0.7146198830409357
34.275,0.7251461988304093
34.915,0.7146198830409357
35.544,0.7251461988304093
36.150,0.7251461988304093
36.780,0.7362573099415205
37.407,0.7251461988304093
38.008,0.7251461988304093
38.642,0.7251461988304093
39.271,0.7146198830409357
39.903,0.7251461988304093
40.564,0.7251461988304093
41.200,0.7251461988304093
41.772,0.7251461988304093
42.368,0.7251461988304093
42.976,0.7257309941520468
43.608,0.7251461988304093
44.206,0.7257309941520468
44.798,0.7251461988304093
45.408,0.7251461988304093
46.004,0.7362573099415205
46.620,0.7251461988304093
47.236,0.7362573099415204
47.824,0.7362573099415205
48.448,0.7251461988304093
49.089,0.7251461988304093
49.703,0.7251461988304094
50.332,0.7362573099415205
50.930,0.7251461988304093
51.540,0.7362573099415205
52.107,0.7362573099415205
52.735,0.7362573099415205
53.341,0.7251461988304093
53.966,0.7251461988304093
54.615,0.7251461988304093
55.264,0.7251461988304093
55.879,0.7257309941520468
56.472,0.7257309941520468
57.087,0.7251461988304093
57.675,0.7251461988304093
58.272,0.7251461988304093
58.876,0.7257309941520468
59.490,0.7251461988304093
00.120,0.7251461988304093
00.735,0.7251461988304093
01.358,0.7251461988304093
01.964,0.7251461988304093
02.553,0.7251461988304093
03.153,0.7251461988304093
03.771,0.7146198830409357
04.387,0.7251461988304093
05.006,0.7251461988304093
05.635,0.7251461988304093
06.225,0.7473684210526316
06.822,0.7362573099415205
07.435,0.7257309941520468
08.052,0.7251461988304093
08.671,0.7251461988304093
09.305,0.7251461988304093
09.916,0.7362573099415205
10.531,0.7251461988304093
11.157,0.7251461988304093
11.742,0.7251461988304093
12.354,0.7251461988304093
12.951,0.7251461988304093
13.578,0.7251461988304093
14.179,0.7251461988304093
14.804,0.7362573099415205
15.432,0.7362573099415205
16.032,0.7251461988304093
16.643,0.7362573099415205
17.289,0.7251461988304093
17.875,0.7251461988304093
18.515,0.7251461988304094
19.163,0.7257309941520468
19.766,0.7362573099415204
20.408,0.7251461988304093
21.075,0.7251461988304093
21.705,0.7251461988304094
22.358,0.7362573099415205
22.993,0.7251461988304093
23.612,0.7257309941520468
24.198,0.7362573099415205
24.824,0.7251461988304093
